Thailand	3389.0	7.0	58.0	NULL	3218.0	113.0	1.0	49.0	0.8	749213.0	10730.0	6.9824575E7	1.77%	147.0	180.0	201.0	146.0	NULL	NULL	Thailand	3389.00	7	58		3218.00	113	1	49	0.8	749213.00	10730.00	69824575	1.77%	147	180	201	146
Timor-Leste	25.0	NULL	NULL	NULL	25.0	0.0	NULL	19.0	NULL	4238.0	3206.0	1321774.0		177.0	NULL	208.0	NULL	NULL	NULL	Timor-Leste	25				25	0		19		4238.00	3206.00	1321774		177		208	
Togo	1212.0	22.0	27.0	NULL	878.0	307.0	2.0	146.0	3.0	55741.0	6713.0	8304024.0	2.98%	164.0	169.0	185.0	102.0	NULL	NULL	Togo	1212.00	22	27		878	307	2	146	3	55741.00	6713.00	8304024	2.98%	164	169	185	102
Trinidad and Tobago	767.0	81.0	12.0	NULL	140.0	615.0	3.0	548.0	9.0	18036.0	12882.0	1400123.0	7.89%	143.0	137.0	145.0	31.0	NULL	NULL	Trinidad and Tobago	767	81	12		140	615	3	548	9	18036.00	12882.00	1400123	7.89%	143	137	145	31
Tunisia	2543.0	116.0	63.0	3.0	1397.0	1083.0	8.0	215.0	5.0	119193.0	10071.0	1.1835528E7	4.32%	149.0	155.0	177.0	78.0	NULL	NULL	Tunisia	2543.00	116	63	3	1397.00	1083.00	8	215	5	119193.00	10071.00	11835528	4.32%	149	155	177	78
Turkey	254520.0	1412.0	6058.0	19.0	234797.0	13665.0	735.0	3013.0	72.0	6061930.0	71770.0	8.4463026E7	2.52%	65.0	63.0	79.0	119.0	NULL	NULL	Turkey	254520.00	1412.00	6058.00	19	234797.00	13665.00	735	3013.00	72	6061930.00	71770.00	84463026	2.52%	65	63	79	119
Turks and Caicos	327.0	12.0	2.0	NULL	56.0	269.0	3.0	8430.0	52.0	1940.0	50015.0	38788.0	3.45%	88.0	77.0	27.0	89.0	NULL	NULL	Turks and Caicos	327	12	2		56	269	3	8430.00	52	1940.00	50015.00	38788	3.45%	88	77	27	89
UAE	65802.0	461.0	369.0	2.0	58153.0	7280.0	NULL	6642.0	37.0	6265918.0	632496.0	9906649.0	0.63%	7.0	89.0	37.0	183.0	NULL	NULL	UAE	65802.00	461	369	2	58153.00	7280.00		6642.00	37	6265918.00	632496.00	9906649	0.63%	7	89	37	183
UK	322280.0	1182.0	41403.0	6.0	0.0	0.0	70.0	4744.0	609.0	1.5177265E7	223407.0	6.7935641E7	100.00%	18.0	6.0	53.0	1.0	NULL	NULL	UK	322280.00	1182.00	41403.00	6	0	0	70	4744.00	609	15177265.00	223407.00	67935641	100.00%	18	6	53	1
USA	5746272.0	45341.0	177424.0	1090.0	3095484.0	2473364.0	16817.0	17346.0	536.0	7.3868332E7	222984.0	3.31272237E8	5.42%	19.0	10.0	8.0	53.0	NULL	NULL	USA	5746272.00	45341.00	177424.00	1090.00	3095484.00	2473364.00	16817.00	17346.00	536	73868332.00	222984.00	331272237	5.42%	19	10	8	53
Uganda	1750.0	94.0	19.0	3.0	1194.0	537.0	NULL	38.0	0.4	336713.0	7332.0	4.5923374E7	1.57%	162.0	184.0	204.0	153.0	NULL	NULL	Uganda	1750.00	94	19	3	1194.00	537		38	0.4	336713.00	7332.00	45923374	1.57%	162	184	204	153
Ukraine	98537.0	2134.0	2184.0	40.0	50441.0	45912.0	177.0	2255.0	50.0	1356698.0	31049.0	4.3695861E7	4.15%	113.0	80.0	88.0	81.0	NULL	NULL	Ukraine	98537.00	2134.00	2184.00	40	50441.00	45912.00	177	2255.00	50	1356698.00	31049.00	43695861	4.15%	113	80	88	81
Uruguay	1506.0	13.0	41.0	1.0	1242.0	223.0	3.0	433.0	12.0	154431.0	44435.0	3475415.0	3.20%	95.0	132.0	155.0	96.0	NULL	NULL	Uruguay	1506.00	13	41	1	1242.00	223	3	433	12	154431.00	44435.00	3475415	3.20%	95	132	155	96
Uzbekistan	37547.0	435.0	252.0	4.0	33261.0	4034.0	410.0	1120.0	8.0	1377915.0	41089.0	3.3534589E7	0.75%	100.0	141.0	114.0	177.0	NULL	NULL	Uzbekistan	37547.00	435	252	4	33261.00	4034.00	410	1120.00	8	1377915.00	41089.00	33534589	0.75%	100	141	114	177
Vatican City	12.0	NULL	NULL	NULL	12.0	0.0	NULL	14981.0	NULL	NULL	NULL	801.0		NULL	NULL	12.0	NULL	NULL	NULL	Vatican City	12				12	0		14981.00				801				12	
Venezuela	37567.0	699.0	311.0	8.0	26330.0	10926.0	85.0	1322.0	11.0	1678639.0	59056.0	2.8424431E7	1.17%	80.0	133.0	108.0	164.0	NULL	NULL	Venezuela	37567.00	699	311	8	26330.00	10926.00	85	1322.00	11	1678639.00	59056.00	28424431	1.17%	80	133	108	164
Vietnam	1007.0	13.0	25.0	NULL	542.0	440.0	NULL	10.0	0.3	817208.0	8385.0	9.7458937E7	4.41%	157.0	187.0	211.0	71.0	NULL	NULL	Vietnam	1007.00	13	25		542	440		10	0.3	817208.00	8385.00	97458937	4.41%	157	187	211	71
Western Sahara	10.0	NULL	1.0	NULL	8.0	1.0	NULL	17.0	2.0	NULL	NULL	599245.0	11.11%	NULL	176.0	209.0	21.0	NULL	NULL	Western Sahara	10		1		8	1		17	2			599245	11.11%		176	209	21
World	2.2849844E7	267351.0	796376.0	6186.0	1.5508345E7	6545123.0	61822.0	2931.0	102.2	NULL	NULL	NULL	4.88%	NULL	52.0	80.0	61.0	NULL	NULL	World	22849844.00	267351.00	796376.00	6186.00	15508345.00	6545123.00	61822.00	2931.00	102.2				4.88%		52	80	61
Yemen	1899.0	7.0	541.0	2.0	1058.0	300.0	NULL	63.0	18.0	120.0	4.0	2.9912082E7	33.83%	195.0	114.0	196.0	7.0	NULL	NULL	Yemen	1899.00	7	541	2	1058.00	300		63	18	120	4	29912082	33.83%	195	114	196	7
Zambia	10372.0	154.0	274.0	5.0	9126.0	972.0	NULL	562.0	15.0	103023.0	5584.0	1.8449899E7	2.91%	171.0	125.0	143.0	108.0	NULL	NULL	Zambia	10372.00	154	274	5	9126.00	972		562	15	103023.00	5584.00	18449899	2.91%	171	125	143	108
Zimbabwe	5745.0	102.0	151.0	1.0	4525.0	1069.0	NULL	386.0	10.0	149748.0	10056.0	1.4892083E7	3.23%	150.0	134.0	157.0	95.0	NULL	NULL	Zimbabwe	5745.00	102	151	1	4525.00	1069.00		386	10	149748.00	10056.00	14892083	3.23%	150	134	157	95
WARN: The method class org.apache.commons.logging.impl.SLF4JLogFactory#release() was invoked.
WARN: Please see http://www.slf4j.org/codes.html#release for an explanation.
